job_title,company,industry,location,required_skills,experience_level,salary_range,job_description,posting_date,demand_label,Certificates,skill_count,salary_avg
data analyst,Company_203,telecom,hyderabad,"Java, Spring, Microservices",senior,3-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-20,Medium,Google Data Analytics Certificate,3,3.0
frontend developer,Company_6,automobile,chennai,"JavaScript, React, HTML, CSS",fresher,6-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-23,Medium,None,4,6.0
data scientist,Company_52,telecom,hyderabad,"Python, SQL, Machine Learning",senior,3-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-02,Low,Certified Data Scientist,3,3.0
product manager,Company_217,e-commerce,pune,"Java, Spring, Microservices",mid,10-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-01,Medium,None,3,10.0
frontend developer,Company_431,telecom,kolkata,"Java, Spring, Microservices",fresher,8-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-05,High,None,3,8.0
ai engineer,Company_439,e-commerce,pune,"Python, SQL, Machine Learning",fresher,6-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-29,High,None,3,6.0
backend developer,Company_231,manufacturing,chennai,"Python, SQL, Machine Learning",fresher,10-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-25,High,None,3,10.0
backend developer,Company_412,automobile,kolkata,"Power BI, Excel, SQL",mid,6-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-05,High,None,3,6.0
data analyst,Company_304,automobile,mumbai,"Linux, Networking, Security",senior,8-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-22,Medium,Google Data Analytics Certificate,3,8.0
cyber security analyst,Company_224,finance,kolkata,"Power BI, Excel, SQL",mid,9-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-07,Low,Cybersecurity Essentials,3,9.0
data scientist,Company_116,manufacturing,pune,"JavaScript, React, HTML, CSS",fresher,7-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-18,Medium,Certified Data Scientist,4,7.0
data scientist,Company_48,automobile,pune,"JavaScript, React, HTML, CSS",fresher,9-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-05,High,Certified Data Scientist,4,9.0
business analyst,Company_90,finance,kolkata,"Python, Deep Learning, NLP",fresher,10-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-06,Low,None,3,10.0
software developer,Company_300,automobile,remote,"Python, SQL, Machine Learning",senior,7-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-02,Low,None,3,7.0
data analyst,Company_372,telecom,hyderabad,"Power BI, Excel, SQL",junior,7-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-21,Low,Google Data Analytics Certificate,3,7.0
software developer,Company_297,manufacturing,delhi,"Python, Data Analysis, Statistics",senior,6-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-10,Medium,None,3,6.0
business analyst,Company_452,automobile,kolkata,"Java, Spring, Microservices",junior,3-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-03,Medium,None,3,3.0
software developer,Company_288,manufacturing,delhi,"Java, Spring, Microservices",senior,3-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-06,High,None,3,3.0
frontend developer,Company_205,e-commerce,kolkata,"Linux, Networking, Security",senior,6-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-22,Medium,None,3,6.0
ai engineer,Company_242,e-commerce,kolkata,"Java, Spring, Microservices",mid,9-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-02,Low,None,3,9.0
ml engineer,Company_354,manufacturing,hyderabad,"Python, SQL, Machine Learning",senior,3-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-15,Low,None,3,3.0
data scientist,Company_134,education,chennai,"Java, Spring, Microservices",senior,6-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-23,Medium,Certified Data Scientist,3,6.0
data scientist,Company_437,e-commerce,chennai,"Python, SQL, Machine Learning",fresher,6-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-21,High,Certified Data Scientist,3,6.0
software developer,Company_328,finance,hyderabad,"Power BI, Excel, SQL",senior,7-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-25,High,None,3,7.0
devops engineer,Company_375,telecom,hyderabad,"AWS, Docker, Kubernetes",junior,3-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-21,High,None,3,3.0
data analyst,Company_64,e-commerce,delhi,"Linux, Networking, Security",fresher,8-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-18,Low,Google Data Analytics Certificate,3,8.0
product manager,Company_491,e-commerce,delhi,"Python, Data Analysis, Statistics",senior,9-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-12,Medium,None,3,9.0
cloud engineer,Company_318,e-commerce,mumbai,"Power BI, Excel, SQL",mid,9-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-08,Medium,AWS Certified Solutions Architect,3,9.0
frontend developer,Company_169,telecom,chennai,"Java, Spring, Microservices",mid,4-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-13,Low,None,3,4.0
backend developer,Company_144,e-commerce,mumbai,"JavaScript, React, HTML, CSS",junior,10-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-28,Medium,None,4,10.0
ml engineer,Company_15,e-commerce,bangalore,"Python, Data Analysis, Statistics",junior,5-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-14,Medium,None,3,5.0
devops engineer,Company_296,finance,bangalore,"Python, SQL, Machine Learning",mid,7-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-22,Medium,None,3,7.0
software developer,Company_269,healthcare,kolkata,"Python, Deep Learning, NLP",fresher,4-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-21,Low,None,3,4.0
business analyst,Company_2,education,delhi,"Python, Deep Learning, NLP",mid,8-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-17,Medium,None,3,8.0
data scientist,Company_356,healthcare,pune,"Linux, Networking, Security",mid,3-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-30,Low,Certified Data Scientist,3,3.0
backend developer,Company_197,healthcare,remote,"Python, Data Analysis, Statistics",senior,3-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-11,Low,None,3,3.0
devops engineer,Company_177,it,remote,"AWS, Docker, Kubernetes",mid,10-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-08,High,None,3,10.0
product manager,Company_166,finance,pune,"Power BI, Excel, SQL",senior,3-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-21,Medium,None,3,3.0
business analyst,Company_59,manufacturing,remote,"Python, Deep Learning, NLP",fresher,4-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-01,Low,None,3,4.0
ai engineer,Company_366,e-commerce,remote,"AWS, Docker, Kubernetes",senior,5-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-25,Low,None,3,5.0
frontend developer,Company_164,education,mumbai,"Python, Deep Learning, NLP",mid,10-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-06,Medium,None,3,10.0
backend developer,Company_460,healthcare,bangalore,"Linux, Networking, Security",mid,5-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-20,Medium,None,3,5.0
product manager,Company_203,it,kolkata,"Python, Deep Learning, NLP",senior,7-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-12,High,None,3,7.0
product manager,Company_348,healthcare,remote,"Java, Spring, Microservices",mid,4-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-24,Low,None,3,4.0
ml engineer,Company_336,it,hyderabad,"Linux, Networking, Security",mid,10-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-28,Medium,None,3,10.0
cyber security analyst,Company_326,healthcare,mumbai,"Python, Deep Learning, NLP",junior,4-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-11,Medium,Cybersecurity Essentials,3,4.0
cyber security analyst,Company_390,it,chennai,"Linux, Networking, Security",mid,10-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-22,Medium,Cybersecurity Essentials,3,10.0
ml engineer,Company_191,e-commerce,remote,"JavaScript, React, HTML, CSS",junior,4-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-23,Medium,None,4,4.0
data scientist,Company_119,healthcare,delhi,"Java, Spring, Microservices",fresher,8-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-21,Low,Certified Data Scientist,3,8.0
product manager,Company_406,e-commerce,mumbai,"Java, Spring, Microservices",senior,6-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-24,Low,None,3,6.0
ai engineer,Company_27,education,remote,"Python, Deep Learning, NLP",senior,5-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-02,Medium,None,3,5.0
business analyst,Company_348,it,hyderabad,"Java, Spring, Microservices",junior,10-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-12,Medium,None,3,10.0
frontend developer,Company_102,manufacturing,kolkata,"AWS, Docker, Kubernetes",senior,10-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-30,Low,None,3,10.0
business analyst,Company_427,automobile,remote,"Python, Data Analysis, Statistics",senior,4-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-16,High,None,3,4.0
backend developer,Company_321,automobile,chennai,"Power BI, Excel, SQL",mid,7-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-23,Medium,None,3,7.0
product manager,Company_494,education,bangalore,"AWS, Docker, Kubernetes",senior,8-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-31,Medium,None,3,8.0
data analyst,Company_490,finance,delhi,"AWS, Docker, Kubernetes",junior,6-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-12,Low,Google Data Analytics Certificate,3,6.0
ai engineer,Company_322,telecom,pune,"Power BI, Excel, SQL",junior,3-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-08,Low,None,3,3.0
ml engineer,Company_78,it,pune,"Power BI, Excel, SQL",junior,10-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-31,Low,None,3,10.0
cyber security analyst,Company_184,manufacturing,delhi,"Python, Data Analysis, Statistics",senior,10-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-14,Medium,Cybersecurity Essentials,3,10.0
devops engineer,Company_240,e-commerce,chennai,"Python, Deep Learning, NLP",junior,9-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-09,High,None,3,9.0
backend developer,Company_280,e-commerce,chennai,"Python, Data Analysis, Statistics",fresher,8-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-29,High,None,3,8.0
product manager,Company_24,e-commerce,delhi,"Linux, Networking, Security",senior,3-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-15,Medium,None,3,3.0
cyber security analyst,Company_496,manufacturing,pune,"Linux, Networking, Security",fresher,10-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-10,Low,Cybersecurity Essentials,3,10.0
cloud engineer,Company_20,education,chennai,"Python, SQL, Machine Learning",fresher,10-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-09,Low,AWS Certified Solutions Architect,3,10.0
data analyst,Company_169,manufacturing,kolkata,"Power BI, Excel, SQL",fresher,9-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-12,Low,Google Data Analytics Certificate,3,9.0
devops engineer,Company_162,telecom,kolkata,"Python, Data Analysis, Statistics",fresher,5-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-30,Medium,None,3,5.0
backend developer,Company_126,it,kolkata,"Python, Data Analysis, Statistics",senior,5-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-03,Medium,None,3,5.0
data scientist,Company_297,education,remote,"Python, Deep Learning, NLP",mid,9-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-17,High,Certified Data Scientist,3,9.0
cyber security analyst,Company_384,healthcare,pune,"Java, Spring, Microservices",senior,8-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-25,Low,Cybersecurity Essentials,3,8.0
data analyst,Company_34,healthcare,remote,"JavaScript, React, HTML, CSS",mid,9-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-11,Low,Google Data Analytics Certificate,4,9.0
devops engineer,Company_114,finance,chennai,"Python, Data Analysis, Statistics",senior,7-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-13,Medium,None,3,7.0
backend developer,Company_93,telecom,remote,"JavaScript, React, HTML, CSS",junior,3-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-07,Low,None,4,3.0
ml engineer,Company_384,manufacturing,chennai,"JavaScript, React, HTML, CSS",junior,9-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-27,High,None,4,9.0
devops engineer,Company_428,telecom,pune,"Python, SQL, Machine Learning",mid,3-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-10,High,None,3,3.0
backend developer,Company_435,finance,chennai,"Python, Data Analysis, Statistics",junior,5-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-12,Medium,None,3,5.0
data scientist,Company_396,education,mumbai,"Python, Deep Learning, NLP",senior,7-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-23,High,Certified Data Scientist,3,7.0
cloud engineer,Company_45,e-commerce,pune,"JavaScript, React, HTML, CSS",fresher,6-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-03,Low,AWS Certified Solutions Architect,4,6.0
frontend developer,Company_76,automobile,mumbai,"Power BI, Excel, SQL",fresher,6-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-12,High,None,3,6.0
business analyst,Company_179,finance,delhi,"AWS, Docker, Kubernetes",fresher,8-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-25,Low,None,3,8.0
backend developer,Company_246,automobile,remote,"Java, Spring, Microservices",junior,7-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-12,Medium,None,3,7.0
cloud engineer,Company_320,education,hyderabad,"Java, Spring, Microservices",fresher,5-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-19,Low,AWS Certified Solutions Architect,3,5.0
software developer,Company_481,automobile,mumbai,"Python, SQL, Machine Learning",senior,4-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-15,Low,None,3,4.0
product manager,Company_237,telecom,kolkata,"JavaScript, React, HTML, CSS",fresher,10-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-15,Low,None,4,10.0
business analyst,Company_119,manufacturing,pune,"Linux, Networking, Security",senior,8-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-07,Medium,None,3,8.0
product manager,Company_93,automobile,remote,"Java, Spring, Microservices",fresher,7-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-17,High,None,3,7.0
cyber security analyst,Company_325,finance,delhi,"Java, Spring, Microservices",senior,3-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-14,Medium,Cybersecurity Essentials,3,3.0
backend developer,Company_242,e-commerce,delhi,"Power BI, Excel, SQL",senior,10-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-28,High,None,3,10.0
ai engineer,Company_458,manufacturing,chennai,"Python, Data Analysis, Statistics",senior,3-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-04,Medium,None,3,3.0
software developer,Company_281,automobile,bangalore,"Python, SQL, Machine Learning",junior,3-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-24,High,None,3,3.0
data scientist,Company_111,telecom,mumbai,"Python, SQL, Machine Learning",senior,7-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-19,High,Certified Data Scientist,3,7.0
cloud engineer,Company_466,finance,hyderabad,"JavaScript, React, HTML, CSS",fresher,4-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-18,Medium,AWS Certified Solutions Architect,4,4.0
product manager,Company_228,manufacturing,pune,"Python, Data Analysis, Statistics",senior,8-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-27,Low,None,3,8.0
business analyst,Company_257,healthcare,kolkata,"AWS, Docker, Kubernetes",mid,9-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-27,Low,None,3,9.0
business analyst,Company_4,healthcare,chennai,"Python, SQL, Machine Learning",senior,6-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-03,High,None,3,6.0
cyber security analyst,Company_42,healthcare,remote,"JavaScript, React, HTML, CSS",senior,3-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-25,High,Cybersecurity Essentials,4,3.0
product manager,Company_10,education,remote,"JavaScript, React, HTML, CSS",mid,3-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-30,High,None,4,3.0
data scientist,Company_307,it,remote,"Power BI, Excel, SQL",junior,8-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-16,Low,Certified Data Scientist,3,8.0
cloud engineer,Company_126,education,bangalore,"Python, Data Analysis, Statistics",mid,8-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-10,Low,AWS Certified Solutions Architect,3,8.0
business analyst,Company_222,automobile,mumbai,"Python, Deep Learning, NLP",senior,8-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-13,Low,None,3,8.0
frontend developer,Company_58,finance,hyderabad,"Python, Data Analysis, Statistics",junior,9-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-24,Low,None,3,9.0
backend developer,Company_332,manufacturing,hyderabad,"Python, Deep Learning, NLP",senior,6-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-19,Medium,None,3,6.0
ai engineer,Company_74,manufacturing,remote,"Java, Spring, Microservices",mid,10-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-09,Medium,None,3,10.0
business analyst,Company_242,education,remote,"AWS, Docker, Kubernetes",senior,7-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-03,Low,None,3,7.0
frontend developer,Company_223,automobile,kolkata,"Python, SQL, Machine Learning",senior,6-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-10,Low,None,3,6.0
business analyst,Company_427,finance,delhi,"Python, Deep Learning, NLP",junior,5-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-14,Medium,None,3,5.0
cloud engineer,Company_450,finance,remote,"Python, SQL, Machine Learning",fresher,3-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-06,Low,AWS Certified Solutions Architect,3,3.0
devops engineer,Company_190,automobile,kolkata,"Power BI, Excel, SQL",senior,9-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-26,Low,None,3,9.0
product manager,Company_272,manufacturing,pune,"Java, Spring, Microservices",senior,6-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-01,Medium,None,3,6.0
business analyst,Company_303,e-commerce,pune,"AWS, Docker, Kubernetes",senior,9-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-12,Low,None,3,9.0
backend developer,Company_418,finance,kolkata,"JavaScript, React, HTML, CSS",senior,7-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-29,Low,None,4,7.0
business analyst,Company_188,e-commerce,hyderabad,"JavaScript, React, HTML, CSS",senior,6-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-15,High,None,4,6.0
business analyst,Company_495,manufacturing,remote,"JavaScript, React, HTML, CSS",fresher,3-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-28,High,None,4,3.0
cloud engineer,Company_279,it,pune,"Linux, Networking, Security",junior,4-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-19,Medium,AWS Certified Solutions Architect,3,4.0
ml engineer,Company_305,telecom,hyderabad,"Python, SQL, Machine Learning",junior,6-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-16,High,None,3,6.0
ai engineer,Company_489,automobile,pune,"Java, Spring, Microservices",fresher,7-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-23,High,None,3,7.0
ml engineer,Company_417,education,mumbai,"Java, Spring, Microservices",junior,8-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-18,Low,None,3,8.0
ml engineer,Company_29,manufacturing,bangalore,"Power BI, Excel, SQL",fresher,9-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-21,Medium,None,3,9.0
ml engineer,Company_242,manufacturing,kolkata,"JavaScript, React, HTML, CSS",senior,8-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-17,Low,None,4,8.0
ml engineer,Company_276,automobile,chennai,"Java, Spring, Microservices",mid,9-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-24,Low,None,3,9.0
business analyst,Company_106,automobile,hyderabad,"AWS, Docker, Kubernetes",senior,6-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-15,High,None,3,6.0
business analyst,Company_144,healthcare,bangalore,"Python, Data Analysis, Statistics",senior,4-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-27,Medium,None,3,4.0
frontend developer,Company_28,finance,hyderabad,"Linux, Networking, Security",senior,6-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-15,Low,None,3,6.0
software developer,Company_243,education,bangalore,"Linux, Networking, Security",mid,4-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-22,High,None,3,4.0
business analyst,Company_13,automobile,bangalore,"Python, Data Analysis, Statistics",junior,7-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-11,High,None,3,7.0
ml engineer,Company_208,automobile,mumbai,"AWS, Docker, Kubernetes",junior,8-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-18,High,None,3,8.0
business analyst,Company_182,education,bangalore,"Power BI, Excel, SQL",mid,6-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-18,Medium,None,3,6.0
ai engineer,Company_383,it,bangalore,"Linux, Networking, Security",mid,7-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-17,Medium,None,3,7.0
ai engineer,Company_324,education,kolkata,"AWS, Docker, Kubernetes",mid,4-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-05,Low,None,3,4.0
devops engineer,Company_36,finance,kolkata,"Java, Spring, Microservices",fresher,4-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-24,Low,None,3,4.0
frontend developer,Company_136,education,kolkata,"Python, Deep Learning, NLP",mid,6-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-27,Low,None,3,6.0
data analyst,Company_266,manufacturing,mumbai,"Python, SQL, Machine Learning",junior,4-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-10,Medium,Google Data Analytics Certificate,3,4.0
ai engineer,Company_297,healthcare,delhi,"Java, Spring, Microservices",junior,10-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-23,Low,None,3,10.0
product manager,Company_500,it,kolkata,"Linux, Networking, Security",mid,7-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-19,Medium,None,3,7.0
data analyst,Company_185,it,hyderabad,"Java, Spring, Microservices",mid,8-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-24,Low,Google Data Analytics Certificate,3,8.0
data analyst,Company_122,it,chennai,"JavaScript, React, HTML, CSS",senior,10-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-29,Low,Google Data Analytics Certificate,4,10.0
devops engineer,Company_216,finance,bangalore,"Python, Data Analysis, Statistics",junior,6-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-15,High,None,3,6.0
backend developer,Company_232,manufacturing,hyderabad,"Python, Deep Learning, NLP",junior,9-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-13,Low,None,3,9.0
cyber security analyst,Company_225,it,pune,"AWS, Docker, Kubernetes",mid,10-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-25,Low,Cybersecurity Essentials,3,10.0
ai engineer,Company_85,it,mumbai,"JavaScript, React, HTML, CSS",senior,4-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-03,High,None,4,4.0
backend developer,Company_459,finance,mumbai,"Linux, Networking, Security",senior,7-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-23,Medium,None,3,7.0
business analyst,Company_414,healthcare,pune,"Python, Data Analysis, Statistics",senior,3-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-18,Low,None,3,3.0
business analyst,Company_23,manufacturing,kolkata,"Power BI, Excel, SQL",mid,8-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-17,Medium,None,3,8.0
ai engineer,Company_324,e-commerce,remote,"Python, SQL, Machine Learning",fresher,7-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-05,High,None,3,7.0
frontend developer,Company_457,automobile,hyderabad,"Linux, Networking, Security",senior,10-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-21,Medium,None,3,10.0
data analyst,Company_236,automobile,mumbai,"Linux, Networking, Security",junior,8-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-23,Medium,Google Data Analytics Certificate,3,8.0
data scientist,Company_235,education,kolkata,"Java, Spring, Microservices",mid,4-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-17,Medium,Certified Data Scientist,3,4.0
data scientist,Company_8,manufacturing,hyderabad,"Python, SQL, Machine Learning",junior,8-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-30,Medium,Certified Data Scientist,3,8.0
cloud engineer,Company_66,e-commerce,chennai,"Python, Deep Learning, NLP",mid,3-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-14,High,AWS Certified Solutions Architect,3,3.0
data scientist,Company_246,education,hyderabad,"Power BI, Excel, SQL",junior,7-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-10,Medium,Certified Data Scientist,3,7.0
product manager,Company_276,it,remote,"Python, SQL, Machine Learning",mid,8-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-16,Medium,None,3,8.0
software developer,Company_353,e-commerce,chennai,"Python, Data Analysis, Statistics",mid,7-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-04,Low,None,3,7.0
devops engineer,Company_31,e-commerce,bangalore,"Linux, Networking, Security",junior,7-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-29,Medium,None,3,7.0
backend developer,Company_54,it,kolkata,"Python, SQL, Machine Learning",junior,6-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-23,Medium,None,3,6.0
product manager,Company_445,e-commerce,chennai,"AWS, Docker, Kubernetes",fresher,3-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-15,Low,None,3,3.0
frontend developer,Company_263,education,remote,"Python, SQL, Machine Learning",fresher,3-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-29,High,None,3,3.0
ai engineer,Company_12,finance,kolkata,"Java, Spring, Microservices",fresher,5-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-28,High,None,3,5.0
ml engineer,Company_145,it,delhi,"Linux, Networking, Security",fresher,7-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-10,Medium,None,3,7.0
software developer,Company_236,e-commerce,remote,"Java, Spring, Microservices",senior,8-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-28,High,None,3,8.0
ml engineer,Company_95,manufacturing,bangalore,"Power BI, Excel, SQL",fresher,8-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-25,Medium,None,3,8.0
devops engineer,Company_21,finance,mumbai,"Python, Data Analysis, Statistics",senior,8-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-21,Low,None,3,8.0
